_id,id,asset_id,location,alternative_name,type,accessible,hours,location_details,url,address,PostedDate,AssetName,Reason,Comments,Status,geometry
297,877,1000000050,Silver Creek Park,Silver Creek Park Portable Toilet,Portable Toilet,,None,Located in the parking lot between the tennis court and outdoor pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/877/index.html,44 Strathdee Dr  ,2023-07-11T09:37:52,Silver Creek Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.54520052, 43.681868570000006]]}"
298,859,1000000045,Pine Point Park,Pine Point Park Portable Toilet,Portable Toilet,,None,"Northwest corner of parking lot, where Humber Trail begins",https://www.toronto.ca/data/parks/prd/facilities/complex/859/index.html,4 Conan Rd  ,2023-07-11T09:20:52,Pine Point Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.54075007, 43.71419417]]}"
299,77,1000000032,High Park Zoo,High Park Zoo Portable Toilet,Portable Toilet,,None,Located inside south zoo gates.,https://www.toronto.ca/data/parks/prd/facilities/complex/77/index.html,1873 Bloor St  W ,2023-07-10T15:13:22,High Park Zoo Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.46069511, 43.642722289999995]]}"
300,77,1000000031,High Park,High Park Portable Toilet,Portable Toilet,,None,Located in the northeast corner of Grenadier Cafe parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/77/index.html,1873 Bloor St  W ,2023-07-10T15:13:12,High Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.46472569999999, 43.64599902]]}"
301,2031,1000000018,Coronation Park - York,Coronation Park York Portable Toilet,Portable Toilet,,None,Located along the pathway near the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/2031/index.html,2700 Eglinton Ave  W ,2023-07-10T15:08:19,Coronation Park York Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.47991562, 43.69168412]]}"
302,798,1000000196,Centennial Park - Etobicoke,Centennial Park Etobicoke Picnic Site 8 Portable Toilet,Portable Toilet,None,None,Located near Picnic Site #8.,https://www.toronto.ca/data/parks/prd/facilities/complex/798/index.html,256 Centennial Park Rd.,2023-07-10T15:07:04,Centennial Park Etobicoke Picnic Site 8 Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.59188972000001, 43.64893291]]}"
303,41,1000000002,Allan Gardens,Allan Gardens Portable Toilet,Portable Toilet,None,None,Located in the parking lot beside the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/41/index.html,160 Gerrard St  E,2023-07-10T15:01:26,Allan Gardens Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.37499629999999, 43.66146375]]}"
304,1057,29356,Dentonia Park,Dentonia Park Washroom,Washroom Building,,9 a.m. to 10 p.m.,"Located on the west basketball court, north of the baseball diamond.",https://www.toronto.ca/data/parks/prd/facilities/complex/1057/index.html,80 Thyra Ave  ,2023-07-06T10:55:06,Dentonia Park Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.29279086, 43.69411639]]}"
305,899,6191,Pine Point Park Outdoor Pool,Pine Point Park Outdoor Pool Washroom,Washroom Building,,View outdoor pool hours,Located in the pool building on the south end of the outdoor pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/899/index.html,15 Grierson Rd  ,2023-07-05T12:25:28,Pine Point Park Outdoor Pool Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.54460023, 43.71246639]]}"
306,678,1847,Ledbury Park,Ledbury Park Outdoor Pool / Rink Washroom,Washroom Building,,View facility hours,Located in the outdoor pool and  rink building.,https://www.toronto.ca/data/parks/prd/facilities/complex/678/index.html,160 Ledbury St  ,2023-06-26T13:10:48,Ledbury Park Outdoor Pool / Rink Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.42510701, 43.727085169999995]]}"
307,353,6094,Kiwanis Outdoor Pool,Kiwanis Outdoor Pool Washroom ,Washroom Building,,View outdoor pool hours,Located in the outdoor pool building beside Cedarvale Ave.,https://www.toronto.ca/data/parks/prd/facilities/complex/353/index.html,375 Cedarvale Ave  ,2023-06-19T09:13:16,Kiwanis Outdoor Pool Washroom ,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.31606631, 43.69851074]]}"
308,414,13388,Alex Duff Memorial Pool,Alex Duff Memorial Outdoor Pool Washroom,Washroom Building,,View outdoor pool hours,Located in the outdoor pool building.,https://www.toronto.ca/data/parks/prd/facilities/complex/414/index.html,779 Crawford St   ,2023-06-19T09:12:44,Alex Duff Memorial Outdoor Pool Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.42196319, 43.664918400000005]]}"
309,897,1610,Alderwood Centre,Alderwood Centre Washroom,Washroom Building,None,View centre hours.,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/897/index.html,2 Orianna Dr,2023-05-03T14:01:42,Alderwood Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.54712907, 43.60169472]]}"
310,823,500,Horner Avenue Seniors Centre,Horner Avenue Seniors Centre Washroom,Washroom Building,None,View centre hours.,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/823/index.html,320 Horner Ave,2023-05-03T14:01:33,Horner Avenue Seniors Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.52681305, 43.60629033]]}"
311,210,28899,Rosedale Park,Rosedale Park Washroom,Washroom Building,,View outdoor rink hours,Located in the rink building west of the outdoor ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/210/index.html,20 Scholfield Ave  ,2023-04-19T10:58:18,Rosedale Park Outdoor Rink Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.37921192, 43.6832752]]}"
312,699,13045,L'Amoreaux Tennis Centre,L'Amoreaux Tennis Centre Washroom,Washroom Building,,View centre hours,Located in the tennis centre building.,https://www.toronto.ca/data/parks/prd/facilities/complex/699/index.html,300 Silver Springs Blvd  ,2023-04-14T16:29:47,L'Amoreaux Tennis Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.30501100000001, 43.80670329]]}"
313,749,13055,North Kipling Community Centre,North Kipling Community Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/749/index.html,2 Rowntree Rd  ,2023-04-14T16:17:21,North Kipling Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.58449924, 43.752197779999996]]}"
314,345,13639,Riverdale Farm,Riverdale Farm Simpson House Washroom,Washroom Building,,9 a.m. to 5 p.m.,"Located in the Simpson House, at the farm entrance.",https://www.toronto.ca/data/parks/prd/facilities/complex/345/index.html,201 Winchester St  ,2023-04-14T12:44:29,Riverdale Farm Simpson House Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.36162569, 43.66715773]]}"
315,107,36323,Kew Beach Lawn Bowling Club,Kew Beach Lawn Bowling Club Washroom,Washroom Building,"Accessible Stall, Entrance at Grade, Child Change Table",9 a.m. to 10 p.m.,Located on a pathway between the bowling greens and Martin Goodman Trail.,https://www.toronto.ca/data/parks/prd/facilities/complex/107/index.html,2075 Queen St  E ,2023-04-14T12:37:09,Kew Beach Lawn Bowling Club Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.29730372, 43.66657292]]}"
316,400,2935,Humber Valley Golf Course,Humber Valley Golf Course Washroom,Washroom Building,,View facility hours,Located near the entrance at south side of building/lower level.,https://www.toronto.ca/data/parks/prd/facilities/complex/400/index.html,40 Beattie Ave  ,2023-04-14T10:19:07,Humber Valley Golf Course Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.54559982, 43.72706999]]}"
317,398,29655,Tam O'Shanter Golf Course,Tam O'Shanter Golf Course Washroom,Washroom Building,,9 a.m. to 10 p.m.,Located at east side of the washroom building.,https://www.toronto.ca/data/parks/prd/facilities/complex/398/index.html,2481 Birchmount Rd  ,2023-04-14T10:18:09,Tam O'Shanter Golf Course Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.29934705000001, 43.7864092]]}"
318,3501,45062,York Recreation Centre ,York Recreation Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/3501/index.html,115 Black Creek Dr   ,2023-04-13T15:31:09,York Recreation Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.48203456, 43.68787291]]}"
319,584,2109,West Rouge Community Centre,West Rouge Community Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/584/index.html,270 Rouge Hills Dr  ,2023-04-13T15:30:55,West Rouge Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.12515474, 43.79211318]]}"
320,396,2108,West Acres Seniors Centre,West Acres Seniors Centre Washroom,Washroom Building,None,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/396/index.html,65 Hinton Rd,2023-04-13T15:30:47,West Acres Seniors Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.57192209, 43.725714780000004]]}"
321,451,1095,Wellesley Community Centre,Wellesley Community Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/451/index.html,495 Sherbourne St  ,2023-04-13T15:30:31,Wellesley Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.37455603, 43.667700860000004]]}"
322,1865,1569,Warden Hilltop Community Centre,Warden Hilltop Community Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/1865/index.html,25 Mendelssohn St  ,2023-04-13T15:30:21,Warden Hilltop Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.28036179, 43.71474757]]}"
323,294,2013,Wallace Emerson Community Centre,Wallace Emerson Community Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre. ,https://www.toronto.ca/data/parks/prd/facilities/complex/294/index.html,1260 Dufferin St  ,2023-04-13T15:30:08,Wallace Emerson Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.43931464, 43.667336889999994]]}"
324,771,1075,Victoria Village Recreation Centre and Arena,Victoria Village Recreation Centre Washroom,Washroom Building,None,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/771/index.html,190 Bermondsey Rd,2023-04-13T15:29:50,Victoria Village Recreation Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.31555292, 43.72329627]]}"
325,705,13073,Trace Manes Park Community Centre,Trace Manes Park Community Centre Washroom ,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/705/index.html,110 Rumsey Rd  ,2023-04-13T15:29:31,Trace Manes Park Community Centre Washroom ,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.36729826999999, 43.70558055]]}"
326,354,2106,Thistletown Community Centre,Thistledown Communty Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/354/index.html,925 Albion Rd  ,2023-04-13T15:26:03,Thistledown Communty Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.5624017, 43.735389930000004]]}"
327,282,1016,Swansea Community Recreation Centre,Swansea Community Recreation Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/282/index.html,15 Waller Ave  ,2023-04-13T15:25:33,Swansea Community Recreation Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.47710077999999, 43.64397994]]}"
328,1873,14344,Stephen Leacock Seniors Community Centre,Stephen Leacock Seniors Community Centre Washroom,Washroom Building,None,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/1873/index.html,2520 Birchmount Rd,2023-04-13T15:25:20,Stephen Leacock Seniors Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.30254848999999, 43.78666961]]}"
329,1105,2105,Stephen Leacock Community Recreation Centre,Stephen Leacock Community Recreation Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/1105/index.html,2500 Birchmount Rd  ,2023-04-13T15:25:10,Stephen Leacock Community Recreation Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.30156696, 43.787603829999995]]}"
330,272,2103,St. Lawrence Community Recreation Centre,St. Lawrence Community Recreation Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/272/index.html,230 The Esplanade  ,2023-04-13T15:23:21,St. Lawrence Community Recreation Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.36494802, 43.649759120000006]]}"
331,751,13064,Seneca Village Community Centre,Seneca Village Community Centre Washroom,Washroom Building,None,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/751/index.html,1700 Finch Ave E.,2023-04-13T15:23:11,Seneca Village Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.35131781, 43.794024279999995]]}"
332,325,13063,Secord Community Centre,Secord Community Centre Washroom,Washroom Building,None,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/325/index.html,91 Barrington Ave,2023-04-13T15:23:01,Secord Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.30169190999999, 43.69207331]]}"
333,743,925,Scarborough Village Recreation Centre,Scarborough Village Recreation Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/743/index.html,3600 Kingston Rd  ,2023-04-13T15:22:34,Scaroborough Village Recreation Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.21659701, 43.74017216]]}"
334,267,1943,S.H. Armstrong Community Centre,S.H. Armstrong Community Centre Washroom,Washroom Building,None,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/267/index.html,56 Woodfield Rd,2023-04-13T15:22:21,S.H. Armstrong Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.32263008, 43.665887909999995]]}"
335,744,2099,Roding Community Centre,Roding Community Centre Washroom,Washroom Building,None,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/744/index.html,600 Roding St.,2023-04-13T15:22:13,Roding Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.49256274000001, 43.729188660000005]]}"
336,3502,45463,Regent Park Community Centre,Regent Park Community Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/3502/index.html,402 Shuter St   ,2023-04-13T15:22:03,Regent Park Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.3616924, 43.65827453]]}"
337,883,829,Port Union Community Recreation Centre,Port Union Community Recreation Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/883/index.html,5450 Lawrence Ave  E ,2023-04-13T15:21:44,Port Union Community Recreation Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.14028096, 43.779665900000005]]}"
338,732,2097,Pleasantview Community Centre,Pleasantview Community Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/732/index.html,545 Van Horne Ave  ,2023-04-13T15:21:33,Pleasantview Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.33683115, 43.78699369]]}"
339,2791,45042,Parkway Forest Community Centre,Parkway Forest Community Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/2791/index.html,55 Forest Manor Rd  ,2023-04-13T15:21:24,Parkway Forest Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.34360719, 43.77256661]]}"
340,2012,14322,Pam McConnell Aquatic Centre,Pam McConnell Aquatic Centre Washroom,Washroom Building,,View centre hours,Located in the Aquatic Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/2012/index.html,640 Dundas St  E ,2023-04-13T15:21:14,Pam McConnell Aquatic Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.36110183, 43.66122887]]}"
341,793,13058,Ourland Community Centre,Ourland Community Centre Washroom,Washroom Building,None,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/793/index.html,18 Ourland Ave,2023-04-13T15:21:04,Ourland Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.50835158000001, 43.61508563]]}"
342,714,2095,Oriole Community Centre,Oriole Community Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/714/index.html,2975 Don Mills Rd  W ,2023-04-13T15:20:45,Oriole Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.35140957, 43.78176087]]}"
343,1093,2092,O'Connor Community Centre,O'Connor Community Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/1093/index.html,1386 Victoria Park Ave  ,2023-04-13T15:20:30,O'Connor Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.30180005, 43.71765951]]}"
344,731,1439,Oakridge Community Recreation Centre,Oakridge Community Recreation Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/731/index.html,63 Pharmacy Ave  ,2023-04-13T15:20:18,Oakridge Community Recreation Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.2835342, 43.694994179999995]]}"
345,780,1892,Oakdale Community Centre,Oakdale Community Centre Washroom,Washroom Building,None,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/780/index.html,350 Grandravine Dr,2023-04-13T15:20:10,Oakdale Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.51333552, 43.747779030000004]]}"
346,703,771,Northwood Community Centre,Northwood Community Centre Washroom,Washroom Building,None,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/703/index.html,15 Clubhouse Crt,2023-04-13T15:19:58,Northwood Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.50008702, 43.74549503]]}"
347,189,1886,North Toronto Memorial Community Centre,North Toronto Memorial Community Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/189/index.html,200 Eglinton Ave  W ,2023-04-13T15:19:49,North Toronto Memorial Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.40459453, 43.706060300000004]]}"
348,1091,6294,New Toronto Seniors' Centre,New Toronto Seniors Centre Washroom,Washroom Building,None,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/1091/index.html,105 Fourth St,2023-04-13T15:19:38,New Toronto Seniors Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.50137137, 43.60111321]]}"
349,693,14343,Mitchell Field Community Centre,Mitchell Field Community Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/693/index.html,89 Church Ave  ,2023-04-13T15:19:30,Mitchell Field Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.40866347000001, 43.774508940000004]]}"
350,405,1874,Milliken Park Community Recreation Centre,Milliken Park Community Recreation Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/405/index.html,4325 Mccowan Rd  ,2023-04-13T15:19:18,Milliken Park Community Recreation Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.2741555, 43.82975101]]}"
351,891,1873,Memorial Pool and Health Club,Memorial Pool and Health Club Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/891/index.html,44 Montgomery Rd  ,2023-04-13T15:19:09,Memorial Pool and Health Club Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.51961765, 43.64837909]]}"
352,234,1866,Matty Eckler Recreation Centre,Matty Eckler Recreation Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/234/index.html,953 Gerrard St  E ,2023-04-13T15:18:47,Matty Eckler Recreation Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.33958367, 43.66790402]]}"
353,89,13049,Masaryk-Cowan Community Recreation CentreÂ ,Masaryk-Cowan Community Recreation CentreÂ Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/89/index.html,220 Cowan Ave  ,2023-04-13T15:18:04,Masaryk-Cowan Community Recreation CentreÂ Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.43325752, 43.640643589999996]]}"
354,100,1867,Mary McCormick Recreation Centre,Mary McCormick Recreation Centre Washroom,Washroom Building,None,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/100/index.html,66 Sheridan Ave,2023-04-13T15:17:52,Mary McCormick Recreation Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.43307824, 43.6474097]]}"
355,702,13047,Malvern Recreation Centre,Malvern Recreation Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/702/index.html,30 Sewells Rd  ,2023-04-13T15:17:43,Malvern Recreation Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.2163846, 43.808566750000004]]}"
356,85,2085,Main Square Community Centre,Main Square Community Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/85/index.html,245 Main St  ,2023-04-13T15:17:33,Main Square Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.29978864, 43.68717237]]}"
357,612,312,Lawrence Heights Community Centre,Lawrence Heights Community Centre Washroom,Washroom Building,None,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/675/index.html,5 Replin Rd,2023-04-13T15:17:25,Lawrence Heights Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.44209140999999, 43.71804993000001]]}"
358,788,13866,L'Amoreaux Community Recreation Centre,L'Amoreaux Community Recreation Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/788/index.html,2000 Mcnicoll Ave  ,2023-04-13T15:17:07,L'Amoreaux Community Recreation Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.30505635, 43.81261148]]}"
359,1078,13041,Ken Cox Community Centre,Ken Cox Community Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/1078/index.html,28 Colonel Samuel Smith Park Dr  ,2023-04-13T15:16:54,Ken Cox Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.51653528, 43.59509908]]}"
360,84,17168,Keele Community Centre,Keele Community Centre Washroom,Washroom Building,None,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/84/index.html,181 Glenlake Ave,2023-04-13T15:16:29,Keele Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.46158262, 43.657673360000004]]}"
361,509,1820,Joseph J. Piccininni Community Centre,Joseph J. Piccininni Community Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/509/index.html,1369 St. Clair Ave  W ,2023-04-13T15:16:18,Joseph J. Piccininni Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.45145008, 43.67532073]]}"
362,63,1818,John Innes Community Recreation Centre,John Innes Community Recreation Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/63/index.html,150 Sherbourne St  ,2023-04-13T15:16:06,John Innes Community Recreation Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.37034393, 43.65542313]]}"
363,58,1817,Jimmie Simpson Recreation Centre,Jimmie Simpson Recreation Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/58/index.html,870 Queen St  E ,2023-04-13T15:15:36,Jimmie Simpson Recreation Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.34531349999999, 43.66044758]]}"
364,1076,2082,Jenner Jean-Marie Community Centre,Jenner Jean-Marie Community Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/1076/index.html,48 Thorncliffe Park Dr  ,2023-04-13T15:08:10,Jenner Jean-Marie Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.34279749999999, 43.703072250000005]]}"
365,633,2079,Heron Park Community Centre,Heron Park Community Centre Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/633/index.html,292 Manse Rd  ,2023-04-13T15:07:51,Heron Park Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.17725498, 43.7688364]]}"
366,45,1768,Harrison Pool,Harrison Pool Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/45/index.html,15 Stephanie St  ,2023-04-13T15:07:38,Harrison Pool Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.39083667, 43.65108826]]}"
367,896,1764,Gus Ryder Pool and Health Club,Gus Ryder Pool and Health Club Washroom,Washroom Building,,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/896/index.html,1 Faustina Dr  ,2023-04-13T15:07:27,Gus Ryder Pool and Health Club Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.52194716, 43.60121549]]}"
368,647,14342,Grandravine Community Recreation Centre,Grandravine Community Recreation Centre Washroom,Washroom Building,None,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/647/index.html,23 Grandravine Dr,2023-04-13T15:07:19,Grandravine Community Recreation Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.49023791, 43.751903]]}"
369,643,2076,Goulding Community Centre,Goulding Community Centre Washroom,Washroom Building,None,View centre hours,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/643/index.html,45 Goulding Ave,2023-04-13T15:07:11,Goulding Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.42218742, 43.79093143]]}"
