_id,id,asset_id,location,alternative_name,type,accessible,hours,location_details,url,address,PostedDate,AssetName,Reason,Comments,Status,geometry
227,514,1000000217,Earlscourt Park,Earlscourt Park Dog Off Leash Area Portable Toilet,Portable Toilet,None,None,On the North West side of the dog off-leash.,https://www.toronto.ca/data/parks/prd/facilities/complex/514/index.html,1200 Lansdowne Ave,2024-01-13T10:55:43,Earlscourt Park Dog Off Leash Area Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.44983187999999, 43.672102]]}"
228,117,1000000218,Eglinton Park,Eglinton Park Playground Portable Toilet,Portable Toilet,None,None,On the west side pathway north of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/117/index.html,200 Eglinton Ave W,2024-01-13T10:55:43,Eglinton Park Playground Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.40507479, 43.70791158]]}"
229,2288,1000000219,Fergy Brown Park,Fergy Brown Park Portable Toilet,Portable Toilet,None,None,Located in the parking lot,https://www.toronto.ca/data/parks/prd/facilities/complex/2288/index.html,3700 Eglinton Ave W,2024-01-13T10:55:43,Fergy Brown Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.49682612, 43.68740498]]}"
230,70,1000000220,Greenwood Park,Greenwood Park Portable Toilet,Portable Toilet,None,None,"Located on the pathway from Alton Ave., west of the ice rink",https://www.toronto.ca/data/parks/prd/facilities/complex/70/index.html,150 Greenwood Ave,2024-01-13T10:55:43,Greenwood Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.32994971, 43.66898393]]}"
231,1053,1000000214,Campbell Avenue Park,Campbell Avenue Park Portable Toilet,Portable Toilet,None,None,In front of the building on the west side against the wall.,https://www.toronto.ca/data/parks/prd/facilities/complex/1053/index.html,225 Campbell Ave.,2024-01-13T10:55:42,Campbell Avenue Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.44859833999999, 43.66296065]]}"
232,196,1000000215,Christie Pits Park,Christie Pits Skate Park Portable Toilet,Portable Toilet,None,None,Beside the skate park near the gazebo.,https://www.toronto.ca/data/parks/prd/facilities/complex/196/index.html,750 Bloor St W,2024-01-13T10:55:42,Christie Pits Skate Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.4204095, 43.66468574]]}"
233,86,1000000216,Dovercourt Park,Dovercourt Park Portable Toilet,Portable Toilet,None,None,Along the path that runs through the centre of the park off of Southview Ave.,https://www.toronto.ca/data/parks/prd/facilities/complex/86/index.html,155 Bartlett Ave,2024-01-13T10:55:42,Dovercourt Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.43329308, 43.664706790000004]]}"
234,228,1000000043,Norwood Park,Norwood Park Portable Toilet,Portable Toilet,,None,Located along the pathway between the playground and the dog off-leash area.,https://www.toronto.ca/data/parks/prd/facilities/complex/228/index.html,16 Norwood Rd  ,2024-01-10T14:19:44,Norwood Park Portable Toilet,Closed for the Season,None,0,"{'type': 'MultiPoint', 'coordinates': [[-79.30439679, 43.68229992]]}"
235,87,1000000023,Dufferin Grove Park,Dufferin Grove Park Central Portable Toilet,Portable Toilet,,None,Located on the pathway south of the outdoor ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/87/index.html,875 Dufferin St  ,2024-01-10T14:10:13,Dufferin Grove Park Outdoor Ice Rink Portable Toilet,Closed for the Season,None,0,"{'type': 'MultiPoint', 'coordinates': [[-79.43253543, 43.656443669999994]]}"
236,87,1000000022,Dufferin Grove Park,Dufferin Grove Park Outdoor Ice Rink Portable Toilet,Portable Toilet,,None,Located next to the outdoor ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/87/index.html,875 Dufferin St  ,2024-01-10T14:09:40,Dufferin Grove Park Central Portable Toilet,Closed for the Season,None,0,"{'type': 'MultiPoint', 'coordinates': [[-79.43347151, 43.65680174]]}"
237,143,1000000020,David A. Balfour Park,David A. Balfour Park Portable Toilet,Portable Toilet,,None,Located on the pathway close to the washroom building.,https://www.toronto.ca/data/parks/prd/facilities/complex/143/index.html,75 Rosehill Ave  ,2024-01-10T14:09:09,David A. Balfour Park Portable Toilet,Closed for the Season,None,0,"{'type': 'MultiPoint', 'coordinates': [[-79.3879644, 43.68688823]]}"
238,611,1000000041,Cruickshank Park,Cruickshank Park  Portable Toilet,Portable Toilet,,None,Located on the north side of the parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/611/index.html,2196 Weston Rd,2024-01-10T10:36:28,Cruickshank Park Portable Toilet,Closed for the Season,None,0,"{'type': 'MultiPoint', 'coordinates': [[-79.52061987, 43.69964538]]}"
239,850,1000000040,Masseygrove Park,Masseygrove Park Portable Toilet,Portable Toilet,,None,Located in the southeast area of the parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/850/index.html,80 Kendleton Dr  ,2024-01-10T10:34:47,Masseygrove Park Portable Toilet,Closed for the Season,None,0,"{'type': 'MultiPoint', 'coordinates': [[-79.58874859000001, 43.7340826]]}"
240,723,1000000044,Pelmo Park,Pelmo Park Portable Toilet,Portable Toilet,,None,Located south side of parking lot beside tennis courts,https://www.toronto.ca/data/parks/prd/facilities/complex/723/index.html,171 Pellatt Ave  ,2024-01-10T10:28:52,Pelmo Park Portable Toilet,Closed for the Season,None,0,"{'type': 'MultiPoint', 'coordinates': [[-79.51886757, 43.71417541]]}"
241,1471,1000000048,Scarlett Mills Park,Scarlett Mills Park Portable Toilet,Portable Toilet,,None,Located in the parking lot off of Edenbridge Drive closest to Scarlett Road.,https://www.toronto.ca/data/parks/prd/facilities/complex/1471/index.html,235 Edenbridge Dr  ,2024-01-10T09:12:04,Scarlett Mills Park Portable Toilet,Closed for the Season,None,0,"{'type': 'MultiPoint', 'coordinates': [[-79.50987448, 43.67808332]]}"
242,348,1000000053,Sorauren Avenue Park,Sorauren Avenue Park Portable Toilet ,Portable Toilet,,None,Located near the fieldhouse.,https://www.toronto.ca/data/parks/prd/facilities/complex/348/index.html,289 Sorauren Ave  ,2024-01-10T09:10:58,Sorauren Avenue Park Portable Toilet,Closed for the Season,None,0,"{'type': 'MultiPoint', 'coordinates': [[-79.44295613, 43.64812748]]}"
243,2178,1000000013,Brookbanks Park,Brookbanks Park Portable Toilet,Portable Toilet,,None,Located on the west side of the pathway between Gailong Court and Vanity Court.,https://www.toronto.ca/data/parks/prd/facilities/complex/2178/index.html,75 Brookbanks Dr  ,2024-01-10T09:05:42,Brookbanks Park Portable Toilet,Closed for the Season,None,0,"{'type': 'MultiPoint', 'coordinates': [[-79.32188882, 43.758578039999996]]}"
244,468,1000000021,Downsview Dells Park,Downsview Dells Park Portable Toilet,Portable Toilet,,None,Located near entrance gate off Sheppard Avenue.,https://www.toronto.ca/data/parks/prd/facilities/complex/468/index.html,2515 Jane St  ,2024-01-10T07:27:39,Downsview Dells Park Portable Toilet,Closed for the Season,None,0,"{'type': 'MultiPoint', 'coordinates': [[-79.49617522, 43.74188848]]}"
245,11,1000000029,G Ross Lord Park,G. Ross Lord Park Portable Toilet,Portable Toilet,,None,Located beside the dog off-leash area.,https://www.toronto.ca/data/parks/prd/facilities/complex/11/index.html,4801 Dufferin St  ,2024-01-10T07:26:59,G. Ross Lord Park Portable Toilet,Closed for the Season,None,0,"{'type': 'MultiPoint', 'coordinates': [[-79.4677543, 43.77790962]]}"
246,181,1000000008,Rennie Park,Rennie Park Portable Toilet ,Portable Toilet,,None,Located on the south side of the parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/181/index.html,1 Rennie Terr  ,2023-12-27T12:19:10,Rennie Park Portable Toilet,Closed for the Season,None,0,"{'type': 'MultiPoint', 'coordinates': [[-79.47392472, 43.64362482]]}"
247,716,1000000037,Magwood Park,Magwood Park Portable Toilet,Portable Toilet,,None,"Located at the entrance, along Pasadena Gardens.",https://www.toronto.ca/data/parks/prd/facilities/complex/716/index.html,2 Pasadena Gdns  ,2023-12-27T12:14:16,Magwood Park Portable Toilet,Closed for the Season,None,0,"{'type': 'MultiPoint', 'coordinates': [[-79.49807866, 43.65844432]]}"
248,107,32883,Kew Gardens,Kew Gardens Outdoor Rink Washroom,Washroom Building,,View outdoor rink hours,Located in the fieldhouse along the boardwalk next to the outdoor ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/107/index.html,2075 Queen St  E ,2023-12-27T11:35:26,Kew Gardens Outdoor Rink Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.29819958, 43.666535509999996]]}"
249,798,1674,Centennial Park - Etobicoke,Centennial Park Conservatory Washroom,Washroom Building,,View centre hours,Located in the Conservatory.,https://www.toronto.ca/data/parks/prd/facilities/complex/798/index.html,256 Centennial Park Rd  ,2023-12-16T09:52:03,Centennial Park Conservatory Washroom,"Women's Washroom Closed, Men's Washroom Open",Women's washroom closed. Men's remains open. Maintenance required. ,0,"{'type': 'MultiPoint', 'coordinates': [[-79.58819416, 43.64946299]]}"
250,610,1000000056,Wallace C. Swanek Park,Wallace C. Swanek Park Portable Toilet,Portable Toilet,,None,Located near the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/610/index.html,241 Gary Dr  ,2023-12-15T12:30:12,Wallace C. Swanek Park Portable Toilet,Closed for the Season,None,0,"{'type': 'MultiPoint', 'coordinates': [[-79.52222885, 43.70853488]]}"
251,484,1000000200,Amesbury Park,Amesbury Park Portable Toilet,Portable Toilet,None,None,Located by the southeast corner of the parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/484/index.html,151 Culford Rd,2023-12-15T12:17:42,Amesbury Park North Parking Lot Portable Toilet,Closed for the Season,None,0,"{'type': 'MultiPoint', 'coordinates': [[-79.48097092, 43.707379780000004]]}"
252,870,1000000054,Summerlea Park,Summerlea Park Portable Toilet ,Portable Toilet,,None,Located in the parking lot close to the tennis courts.,https://www.toronto.ca/data/parks/prd/facilities/complex/870/index.html,2 Arcot Blvd  ,2023-12-14T11:23:27,Summerlea Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.55230885, 43.72794607]]}"
253,71,1000000051,Sir Casimir Gzowski Park,Sir Casimir Gzowski Park Portable Toilet ,Portable Toilet,,None,Located on the south side of the Martin Goodman Trail next to the snack/concession stand.,https://www.toronto.ca/data/parks/prd/facilities/complex/71/index.html,2001 Lake Shore Blvd  W ,2023-12-14T11:23:27,Sir Casimir Gzowski Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.46622096, 43.63531278]]}"
254,311,1000000058,Woodbine Beach Park,Woodbine Beach Portable Toilet ,Portable Toilet,,None,Located South of parking lot near TTC roundabout at access point to Martin Goodman Trail.,https://www.toronto.ca/data/parks/prd/facilities/complex/311/index.html,1675 Lake Shore Blvd  E ,2023-12-14T11:23:27,Woodbine Beach Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.30928434, 43.663024549999996]]}"
255,1094,1000000046,Port Union Village Common Park,Port Union Village Common Park Portable Toilet,Portable Toilet,,None,"Located in the middle of the park, west of the washroom building.",https://www.toronto.ca/data/parks/prd/facilities/complex/1094/index.html,105 Bridgend St  ,2023-12-14T11:23:27,Port Union Village Common Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.13507576, 43.77665836]]}"
256,704,1000000039,Maryvale Park,Maryvale Park Portable Toilet,Portable Toilet,,None,Located at the entrance of the tennis courts next to the drinking fountain.,https://www.toronto.ca/data/parks/prd/facilities/complex/704/index.html,5 Trestleside Grv  ,2023-12-14T11:23:27,Maryvale Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.30621157, 43.753836289999995]]}"
257,1088,1000000042,Milliken Park,Milliken Park Portable Toilet,Portable Toilet,,None,Located at the northeast corner of the concession building driveway.,https://www.toronto.ca/data/parks/prd/facilities/complex/1088/index.html,5555 Steeles Ave  E ,2023-12-14T11:23:27,Milliken Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.27137689999999, 43.830222549999995]]}"
258,1663,1000000033,HTO Park,HTO Park Portable Toilet,Portable Toilet,,None,Located south of the Martin Goodman trail and east of the Fire Hall.,https://www.toronto.ca/data/parks/prd/facilities/complex/1663/index.html,339 Queens Quay W ,2023-12-14T11:23:27,HTO Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.38852682, 43.638175000000004]]}"
259,1508,1000000006,Humberline Park,Humberline Park Portable Toilet,Portable Toilet,,None,Located near the washroom building.,https://www.toronto.ca/data/parks/prd/facilities/complex/1508/index.html,32 Humberline Dr  ,2023-12-14T11:23:27,Humberline Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.61576089, 43.73157086]]}"
260,87,1000000024,Dufferin Grove Park,Dufferin Grove Park South Portable Toilet,Portable Toilet,,None,Located on the pathway at the south end of the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/87/index.html,875 Dufferin St  ,2023-12-14T11:23:27,Dufferin Grove Park South Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.43259444, 43.655294850000004]]}"
261,9,1000000026,Eglinton Flats,Eglinton Flats South Parking Lot Portable Toilet,Portable Toilet,,None,Located in the parking lot near the Southeast Sports Pavilion.,https://www.toronto.ca/data/parks/prd/facilities/complex/9/index.html,101 Emmett Ave  ,2023-12-14T11:23:27,Eglinton Flats South Parking Lot Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.49480537, 43.68448298]]}"
262,841,1000000027,Esther Lorrie Park,Esther Lorrie Park Portable Toilet,Portable Toilet,,None,Located near the northwest corner of the parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/841/index.html,50 Westhumber Blvd  ,2023-12-14T11:23:27,Esther Lorrie Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.57948887, 43.72728781]]}"
263,10,1000000028,Etienne Brule Park,Etienne Brule Park Portable Toilet,Portable Toilet,,None,Located beside the washroom building.,https://www.toronto.ca/data/parks/prd/facilities/complex/10/index.html,13 Crosby Ave  ,2023-12-14T11:23:27,Etienne Brule Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.49275468, 43.652736080000004]]}"
264,209,1000000004,Cherry Beach Clarke Beach Park,Cherry Beach Clarke Beach Portable Toilet,Portable Toilet,,None,Located in front of the seasonal fieldhouse.,https://www.toronto.ca/data/parks/prd/facilities/complex/209/index.html,1 Cherry St  ,2023-12-14T11:23:27,Cherry Beach Clarke Beach Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.34435387, 43.63695575]]}"
265,1450,1000000019,Crawford - Jones Memorial Park,Crawford - Jones Memorial Park Portable Toilet,Portable Toilet,,None,Located on the north side of parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/1450/index.html,80 Dee Ave  ,2023-12-14T11:23:27,Crawford - Jones Memorial Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.53866132, 43.710709400000006]]}"
266,427,1000000011,Balmy Beach Park,Balmy Beach Park Portable Toilet,Portable Toilet,,None,"Located near the bottom of Silverbirch Avenue at the east end of Balmy Beach Park. 15 metres north of, and visible from, the Martin Goodman Trail.",https://www.toronto.ca/data/parks/prd/facilities/complex/427/index.html,1 Beech Ave  ,2023-12-14T11:23:27,Balmy Beach Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.28426455, 43.67043423]]}"
267,522,1000000001,Adams Park,Adams Park Portable Toilet ,Portable Toilet,,None,Located in the parking lot by the trail.,https://www.toronto.ca/data/parks/prd/facilities/complex/522/index.html,2 Rozell Rd  ,2023-12-14T11:23:27,Adams Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.14495013000001, 43.79239373]]}"
268,1,1000000010,Ashbridges Bay Park,Ashbridges Bay Park Portable Toilet,Portable Toilet,,None,Located by the southeast corner of the parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/1/index.html,1561 Lake Shore Blvd  E ,2023-12-14T11:23:27,Ashbridges Bay Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.3107883, 43.65990497]]}"
269,352,36264,Kidstown,Kidstown Waterpark  Washroom,Washroom Building,Accessible Stall,View facility hours,Located in Kidstown Waterpark.,https://www.toronto.ca/data/parks/prd/facilities/complex/352/index.html,100 Silver Springs Blvd  ,2023-12-12T08:17:19,Kidstown Waterpark  Washroom,Closed for the Season,None,0,"{'type': 'MultiPoint', 'coordinates': [[-79.30943469, 43.807023220000005]]}"
270,145,5404,Monarch Park,Monarch Park Outdoor Pool / Rink Washroom,Washroom Building,,View facility hours,Located in the outdoor pool and rink building.,https://www.toronto.ca/data/parks/prd/facilities/complex/145/index.html,115 Felstead Ave  ,2023-11-25T09:08:59,Monarch Park Outdoor Pool / Rink Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.32568732, 43.67732839]]}"
271,1860,28901,Sherbourne Common,Sherbourne Common Outdoor Rink Washroom,Washroom Building,,9 a.m. to 10 p.m.,Entrance is located on the outside of the outdoor ice rink building.,https://www.toronto.ca/data/parks/prd/facilities/complex/1860/index.html,5 Lower Sherbourne St  ,2023-11-25T09:05:49,Sherbourne Common Outdoor Rink Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.36452571000001, 43.64455126]]}"
272,419,28897,Regent Park Athletic Grounds,Regent Park Athletic Grounds Outdoor Rink Washroom,Washroom Building,,View outdoor rink hours,Located in the rink building west of the outdoor ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/419/index.html,480 Shuter St  ,2023-11-25T09:04:39,Regent Park Athletic Grounds Outdoor Rink Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.35945084, 43.65866908]]}"
273,327,28887,Dieppe Park,Dieppe Park Outdoor Rink Washroom,Washroom Building,,View outdoor rink hours,Located at the outdoor ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/327/index.html,455 Cosburn Ave  ,2023-11-25T08:59:06,Dieppe Park Outdoor Rink Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.33606541, 43.69209505]]}"
274,343,6171,Riverdale Park East,Riverdale Park East Outdoor Rink / Pool Washroom ,Washroom Building,,View facility hours,Located in the outdoor pool and rink building.,https://www.toronto.ca/data/parks/prd/facilities/complex/343/index.html,550 Broadview Ave  ,2023-11-25T08:58:17,Riverdale Park East Outdoor Rink / Pool Washroom ,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.35701774, 43.672518249999996]]}"
275,70,5675,Greenwood Park,Greenwood Park Outdoor Pool / Rink Washroom,Washroom Building,,View facility hours,Located in the outdoor pool and rink building.,https://www.toronto.ca/data/parks/prd/facilities/complex/70/index.html,150 Greenwood Ave  ,2023-11-25T08:57:03,Greenwood Park Outdoor Pool / Rink Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.32971394, 43.669485900000005]]}"
276,251,14068,Otter Creek Centre,Otter Creek Centre Outdoor Rink Washroom,Washroom Building,,View outdoor rink hours,Located in the rink building east of the outdoor ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/251/index.html,140 Cheritan Ave  ,2023-11-25T08:28:32,Otter Creek Centre Outdoor Rink Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.40950824, 43.721287370000006]]}"
277,1220,28890,Hodgson Public School,Hodgson Public School Grounds Outdoor Rink Washroom,Washroom Building,,View outdoor rink hours,Located on the north side on the outdoor ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/1220/index.html,276 Davisville Ave  ,2023-11-25T08:27:54,Hodgson Public School Grounds Outdoor Rink Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.38600396, 43.7014217]]}"
278,2155,12,Albert Campbell Square,Albert Campbell Square Outdoor Rink Washroom,Washroom Building,,View outdoor rink hours,Located at the west end of the outdoor ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/2155/index.html,150 Borough Dr  ,2023-11-25T08:19:21,Albert Campbell Square Outdoor Rink Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.25781595000001, 43.77342197]]}"
279,1500,60142,McCowan District Park,McCowan District Park Outdoor Rink Washroom,Washroom Building,,9 a.m. to 10 p.m.,Entrance is located on the outside of the outdoor ice rink building.,https://www.toronto.ca/data/parks/prd/facilities/complex/1500/index.html,150 Mccowan Rd  ,2023-11-25T08:18:37,McCowan District Park Outdoor Rink Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.23745466, 43.73446713]]}"
280,1068,13499,Giovanni Caboto Rink and Pool,Giovanni Caboto Outdoor Pool / Rink Washroom,Washroom Building,,View the facility hours,Located between the outdoor pool and ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/1068/index.html,1367 St. Clair Ave  W ,2023-11-25T08:13:06,Giovanni Caboto Outdoor Pool / Rink Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.45218224, 43.67556711]]}"
281,772,13688,Viewmount Park,Viewmount Community Centre Washroom,Washroom Building,9 a.m. to 10 p.m.,View centre hours,Entrance is located on the outside of the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/772/index.html,169 Viewmount Ave  ,2023-11-25T07:53:02,Viewmount Community Centre Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.43721163000001, 43.70748851]]}"
282,466,1000000017,Colonel Samuel Smith Park,Colonel Samuel Smith Park Portable Toilet,Portable Toilet,,None,"Located west of Power House Recreation Centre, north of the skating trail.",https://www.toronto.ca/data/parks/prd/facilities/complex/466/index.html,3145 Lake Shore Blvd  W ,2023-11-25T07:40:53,Colonel Samuel Smith Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.51566983000001, 43.59339643]]}"
283,1089,32622,Nathan Phillips Square,Nathan Phillips Square Outdoor Rink Washroom,Washroom Building,,View outdoor rink hours,Located in the skating pavilion west of the outdoor ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/1089/index.html,100 Queen St  W ,2023-11-24T15:50:37,Nathan Phillips Square Outdoor Rink Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.38394221, 43.65219533]]}"
284,431,41663,Woodbine Park,Woodbine Park Washroom,Washroom Building,"Entrance at Grade, Child Change Table",9 a.m. to 10 p.m.,Located in the fieldhouse.,https://www.toronto.ca/data/parks/prd/facilities/complex/431/index.html,1695 Queen St  E ,2023-11-10T11:05:55,Woodbine Park Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.31221235000001, 43.664857]]}"
285,86,29374,Dovercourt Park,Dovercourt Park Washroom,Washroom Building,,9 a.m. to 10 p.m.,Located in the Dovercourt Boys and Girls Club.,https://www.toronto.ca/data/parks/prd/facilities/complex/86/index.html,155 Bartlett Ave  ,2023-11-08T08:25:42,Dovercourt Park Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.43257080000001, 43.66558593]]}"
286,2039,34605,Toronto Islands - Ward's Island,Toronto Islands - Ward's Island Baseball Diamond Washroom,Washroom Building,"Accessible Stall, Entrance at Grade",None,Located on Ward's Island east of the baseball diamond in the washroom building.,https://www.toronto.ca/data/parks/prd/facilities/complex/2039/index.html,1 Centre Island Park  ,2023-11-01T08:30:31,Toronto Islands - Ward's Island Baseball Diamond Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.35380865, 43.63125968]]}"
287,151,79226,Jean Sibelius Square,Jean Sibelius Square Fieldhouse Washroom,Washroom Building,,9 a.m. to 10 p.m.,Located in the fieldhouse building at the northwest corner of the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/151/index.html,50 Kendal Ave  ,2023-10-31T12:42:14,Jean Sibelius Square Fieldhouse Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.40921897, 43.67160318]]}"
288,3555,59947,Lee Lifeson Art Park,Lee Lifeson Art Park Washroom ,Washroom Building,Automatic Door Opener,None,Located in the building at the top of the amphitheatre.,https://www.toronto.ca/data/parks/prd/facilities/complex/3555/index.html,45 Princess Ave   ,2023-10-14T10:03:05,Lee Lifeson Art Park Washroom,Closed for the Season,None,0,"{'type': 'MultiPoint', 'coordinates': [[-79.40992834, 43.768727420000005]]}"
289,1088,13602,Milliken Park,Milliken Park Washroom Building,Washroom Building,Child Change Table,9 a.m. to 10 p.m.,Located to the west of the parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/1088/index.html,5555 Steeles Ave  E ,2023-10-08T06:36:15,Milliken Park Washroom Building,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.27186228, 43.83006636]]}"
290,22,1000000047,Rowntree Mills Park,Rowntree Mills Park Portable Toilet,Portable Toilet,,None,Located at the entrance of Rowntree Mill Rd and close to washroom building.,https://www.toronto.ca/data/parks/prd/facilities/complex/22/index.html,155 Rowntree Mill Rd  ,2023-09-29T12:33:23,Rowntree Mills Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.57881136, 43.752442190000004]]}"
291,2541,14102,Toronto Islands - Hanlan's Point,Toronto Islands - Hanlan's Point Ferry Dock Washroom,Washroom Building,"Accessible Stall, Entrance at Grade, Child Change Table",None,"Located on Hanlan's Point south of the ferry dock in the snack/concession stand, washroom building. ",https://www.toronto.ca/data/parks/prd/facilities/complex/2541/index.html,9 Queens Quay  W ,2023-09-01T10:40:49,Toronto Islands - Hanlan's Point Ferry Dock Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.3892846, 43.62743736]]}"
292,2597,103143,Ethennonnhawahstihnen Park,Ethennonnhawahstihnen Park Outdoor Rink Washroom,Washroom Building,,9 a.m. to 10 p.m.,Located next to the changeroom in the skating pavilion.,https://www.toronto.ca/data/parks/prd/facilities/complex/2597/index.html,80 Mcmahon Dr  E ,2023-08-13T13:03:06,Ethennonnhawahstihnen Park Outdoor Rink Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.37203598, 43.76769409]]}"
293,3,29542,James Gardens,James Gardens Washroom,Washroom Building,,9 a.m. to 10 p.m.,Located on the west side of parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/3/index.html,99 Edenbridge Dr  ,2023-07-31T13:27:06,James Gardens Washroom,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.51476269, 43.67159902]]}"
294,653,1000000005,Harryetta Gardens,Harryetta Gardens Portable Toilet,Portable Toilet,,None,Located north of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/653/index.html,170 Torresdale Ave  ,2023-07-12T15:11:38,Harryetta Gardens Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.45095603, 43.78175499]]}"
295,508,1000000009,Weston Lions Park,Weston Lions Park Portable Toilet,Portable Toilet,None,None,Located near the parking lot between the outdoor pool and the arena building.,https://www.toronto.ca/data/parks/prd/facilities/complex/508/index.html,2125 Lawrence Ave  W,2023-07-11T09:48:46,Weston Lions Park Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.51859123, 43.698191169999994]]}"
296,504,1000000052,Smythe Park,Smythe Park Portable Toilet ,Portable Toilet,,None,Located at the south end of the parking lot near the splash pad.,https://www.toronto.ca/data/parks/prd/facilities/complex/504/index.html,61 Black Creek Blvd  ,2023-07-11T09:39:06,Smythe Park Splash Pad Portable Toilet,None,None,1,"{'type': 'MultiPoint', 'coordinates': [[-79.49694930999999, 43.6746858]]}"
